Localidad	Temperatura	ppm	Peso_bollante	Volumen cm	Largo	Ancho 	Alto	Peso_total	Margen_crecimiento	Peso_seco_concha	Pseco_mb	Peso_libre_ceniza	r3	pendiente	extensión_max	carga_max	ph Promedio (25°C)	Salinidad	Temperatura 	Alcalinidad_total (µmol kg-1)	pCO2 (µatm)	Ωcalcita	Ωaragonita
Talcaruca	15°C	500ppm	0.0037	0	0.250	0.280	5.540	0.039	0.296	0.125	0.0081	0.0012	0.85515	280	0.15938	44	8.058	34.07	15.36	1069.966363	172.7734194	1.737620528	1.115053249
Talcaruca	15°C	1500ppm	0.005	0	0.260	-0.370	5.250	0.017	0.294	0.118	0.0077	0.0014	0.91064	420	0.10906	46	7.703692434	34.07	15.70	1940.222847	843.7779569	1.574693555	1.011268344
Talcaruca	15°C	1500ppm	0.0053	0	0.210	0.590	4.250	0.040	0.282	0.094	0.0074	0.0011	0.82161	229	0.19625	45	7.703692434	34.07	15.70	1864.335312	810.2195246	1.511803679	0.97088046
Talcaruca	15°C	1500ppm	0.0026	0	0.160	1.290	5.040	-0.006	0.318	0.122	0.0085	0.0015	0.85163	327	0.11969	40	7.703692434	34.07	15.70	3401.36437	1489.724173	2.785920753	1.78911856
Talcaruca	15°C	1500ppm	0.0045	0	0.350	1.030	4.720	0.032	0.288	0.108	0.0072	0.001	0.9398	309	0.09594	30	7.703692434	34.07	15.70	2164.375808	942.8930678	1.760469479	1.130573659
Talcaruca	10°C	500ppm	0.0033	-8.782779871	0.070	0.600	0.520	0.029	0.328	0.078	0.0039	0.0006	0.89459	253	0.13828	36	7.968810547	34.43	10.47	1286.834129	218.6950197	1.75882845	1.118563219
Talcaruca	10°C	500ppm	0.0038	-6.775183459	0.040	1.420	0.430	0.070	0.366	0.088	0.0059	0.0006	0.86534	350	0.13437	45	7.968810547	34.43	15.36	752.3393666	151.7159994	1.005657293	0.645758912
Talcaruca	10°C	500ppm	0.0022	-10.21629139	0.140	1.540	1.180	0.023	0.300	0.076	0.0052	0.0007	0.83133	90	0.13219	12	7.968810547	34.43	10.47	995.0677606	167.338182	1.333619653	0.848142917
Talcaruca	10°C	500ppm	0.0016	5.077919527	1.770	4.920	1.900	0.007	0.266	0.088	0.0046	0.0008	0.94046	195	0.10672	21	7.968810547	34.43	10.47	388.5528431	59.43410262	0.45806213	0.291314057
Talcaruca	10°C	1500ppm	0.0045	-9.934782469	0.090	0.840	0.370	0.035	0.234	0.074	0.0058	0.0012	0.9559	335	0.15485	52	7.634	34.68	10.26	2458.839346	1032.877908	1.676303919	1.066118489
Talcaruca	10°C	1500ppm	0.0018	-12.5356964	0.050	0.510	0.130	0.000	0.298	0.062	0.0056	0.0008	0.88398	206	0.15875	31	7.634	34.68	10.26	1688.989987	705.9431551	1.143399729	0.727194859
Talcaruca	10°C	1500ppm	0.0013	-11.39621575	0.060	0.530	0.010	0.026	0.310	0.072	0.0055	0.0012	1	226	0	27	7.634	34.68	10.26	1927.966104	807.447778	1.308795002	0.832385186
Talcaruca	10°C	1500ppm	0.0056	-12.22613865	0.360	0.430	0.420	0.023	0.264	0.086	0.0055	0.0006	0.80048	203	0.15485	32	7.634	34.68	10.26	1603.979618	669.8298196	1.084572663	0.689781224
Talcaruca	15°C	500ppm	0.0051	-13.22864438	0.270	0.150	0.940	0.060	0.302	0.068	0.0066	0.0003	0.98456	309	0.13234	44	8.058	34.07	15.36	1157.805072	187.8427748	1.892477759	1.214427108
Talcaruca	15°C	500ppm	0.0099	-11.89561263	0.110	0.650	0.040	0.024	0.308	0.082	0.0066	0.0001	0.78174	349	0.14906	51	8.058	34.07	15.36	1677.64118	276.8280525	2.810691957	1.803656867
Talcaruca	15°C	500ppm	0.0091	-14.22174655	0.060	1.190	0.100	0.005	0.286	0.077	0.0059	0.0002	0.90728	390	0.07968	31	8.058	34.07	15.36	914.5206331	146.0712469	1.463879671	0.939390251
Talcaruca	15°C	1500ppm	0.0047	-10.10232145	0.190	1.480	0.490	0.010	0.316	0.097	0.0058	0.0012	0.87949	480	0.10188	48	7.703692434	34.07	15.70	2211.275553	963.629664	1.799342019	1.155537608
Talcaruca	15°C	1500ppm	0.0204	-10.53917099	0.170	0.130	0.390	0.019	0.304	0.144	-0.002	0.0022	0.97142	60	0.13844	9	7.703692434	34.07	15.70	2273.192792	991.005568	1.850662861	1.188495857
Talcaruca	15°C	1500ppm	0.0103	-11.0058672	0.650	0.110	0.090	-0.007	0.304	0.124	0.0068	0.0006	0.80131	516	0.18078	91	7.703692434	34.07	15.70	3070.409017	1343.435565	2.511533639	1.61290713
Talcaruca	15°C	1500ppm	0.0274	-10.45171859	0.070	0.170	0.240	0.058	0.296	0.114	0.0097	0.001	0.9646	442	0.0775	38	7.703692434	34.07	15.70	1935.382701	841.6376283	1.570682324	1.008692331
Talcaruca	10°C	500ppm	0.0018	-18.13848073	0.010	0.320	0.090	0.028	0.304	0.055	0.004	0.0007	0.82367	223	0.17656	40	7.968810547	34.43	10.47	501.8666814	79.78488662	0.620266886	0.394471516
Talcaruca	10°C	500ppm	0.0024	-19.17301554	-0.520	1.180	0.060	0.032	0.270	0.047	0.0034	0.0007	0.87925	231	0.12219	28	7.968810547	34.43	10.47	525.5217167	84.01806615	0.654236104	0.41607494
Talcaruca	10°C	500ppm	0.0011	-18.36054164	0.620	0.560	-0.030	0.020	0.326	0.056	0.004	0.0008	0.94507	348	0.08719	31	7.968810547	34.43	10.47	1184.127683	200.6405865	1.608969792	1.023257516
Talcaruca	10°C	500ppm	0.0025	-17.1430111	0.090	0.370	0.140	0.039	0.312	0.076	0.0057	0.0005	0.95672	278	0.13812	39	7.968810547	34.43	10.47	537.4033184	86.14258507	0.67131087	0.42693399
Talcaruca	10°C	1500ppm	0.0023	-18.35024181	0.400	0.140	0.020	0.029	0.260	0.072	0.0051	0.001	0.68693	208	0.16562	36	7.634	34.68	10.26	2592.054689	1089.437623	1.768539484	1.124779714
Talcaruca	10°C	1500ppm	0.0107	-16.93691727	0.120	0.990	0.400	0.033	0.296	0.081	0.0068	0.0012	0.93073	427	0.07578	36	7.634	34.68	10.26	1642.305228	686.1113503	1.111093308	0.706648183
Talcaruca	10°C	1500ppm	0.0136	-15.80834737	0.510	0.590	0.980	0.023	0.250	0.062	0	0	0	19	0.25265	8.106	7.634	34.68	10.26	931.9374047	384.1756143	0.619781409	0.394176981
Talcaruca	10°C	1500ppm	0.0105	-20.80990283	0.360	0.900	-0.180	0.017	0.302	0.058	0.0045	0.0002	0.98457	388	0.11235	47	7.634	34.68	10.26	905.5875775	372.9665264	0.601571942	0.382595878
Talcaruca	15°C	500ppm	0.0043	-21.18576235	0.460	0.680	0.300	0.014	0.300	0.052	0.0051	0.0001	0.96674	201	0.12501	26	8.058	34.07	15.36	1585.988789	261.1580164	2.648630946	1.69966025
Talcaruca	15°C	500ppm	0.0101	-23.20266092	0.030	0.360	0.120	0.014	0.234	0.035	0.0042	0.0002	1	395	0.08437	37	8.058	34.07	15.36	1881.236381	311.6161928	3.170881689	2.034795211
Talcaruca	15°C	500ppm	0.0055	-23.62360063	0.050	0.350	0.570	0.022	0.292	0.053	0.0041	0.0014	0.90803	282	0.11609	35	8.058	34.07	15.36	914.1134451	146.0012348	1.463163198	0.93893048
Talcaruca	15°C	1500ppm	0.0042	-23.09482716	0.930	1.070	0.220	0.014	0.260	0.042	0.0003	0.0002	0.86197	193	0.11125	22	7.703692434	34.07	15.70	1908.285711	829.6551373	1.54822612	0.994270955
Talcaruca	15°C	1500ppm	0.0065	-24.61707163	0.120	1.240	-0.340	0.001	0.274	0.041	0.0022	0.0011	-1.4357	48	0.14813	10	7.703692434	34.07	15.70	1990.846735	866.1636533	1.616648328	1.038211703
Talcaruca	15°C	1500ppm	0.0023	-25.0446503	0.290	0.260	0.280	0.008	0.210	0.031	0.003	-0.0004	0.95268	390	0.08094	33	7.703692434	34.07	15.70	1940.222847	843.7779569	1.574693555	1.011268344
Talcaruca	15°C	1500ppm	0.0038	-25.58170553	0.220	-0.080	0.680	0.006	0.290	0.034	0.003	0.0008	0.94648	231	0.08765	21	7.703692434	34.07	15.70	1864.335312	810.2195246	1.511803679	0.97088046
Talcaruca	10°C	500ppm	0.0037	-6.139352735	0.250	0.660	0.090	0.039	0.320	0.207	0.0112	0.0021	0.74237	443	0.21687	92	7.968810547	34.43	10.47	666.3064815	109.1249938	0.857031177	0.545046649
Talcaruca	10°C	500ppm	-0.0246	-2.251733991	0.030	0.240	0.480	0.052	0.372	0.262	0.0135	0.0015	0.84881	223	0.23094	50	7.968810547	34.43	10.47	715.3002164	117.8324214	0.927820305	0.590066455
Talcaruca	10°C	500ppm	0.0042	-7.892400701	-1.550	0.260	-0.120	0.048	0.374	0.296	0.017	0.0017	0.82297	326	0.24281	79	7.968810547	34.43	10.47	1286.834129	218.6950197	1.75882845	1.118563219
Talcaruca	10°C	500ppm	0.005	-1.946841364	0.610	0.820	0.040	0.041	0.328	0.264	0.0163	0.0031	0.72232	267	0.24781	66	7.968810547	34.43	15.36	752.3393666	151.7159994	1.005657293	0.645758912
Talcaruca	10°C	1500ppm	0.0049	-6.561302318	0.210	1.650	0.090	0.029	0.286	0.179	0.0147	0.002	0.80027	248	0.1186	31	7.634	34.68	10.26	2458.839346	1032.877908	1.676303919	1.066118489
Talcaruca	10°C	1500ppm	0.0235	2.798729695	2.050	1.900	0.300	0.061	0.302	0.236	0.0162	0.0034	0.84885	325	0.16937	53	7.634	34.68	10.26	1688.989987	705.9431551	1.143399729	0.727194859
Talcaruca	10°C	1500ppm	0.0061	-3.548424288	0.100	0.170	0.380	-0.010	0.362	0.221	0.0148	0.0023	0.73909	211	0.27969	63	7.634	34.68	10.26	1927.966104	807.447778	1.308795002	0.832385186
Talcaruca	10°C	1500ppm	0.0034	-8.210806665	0.530	0.770	1.210	0.026	0.306	0.207	0.0117	0.0025	0.87827	282	0.19781	56	7.634	34.68	10.26	1603.979618	669.8298196	1.084572663	0.689781224
Talcaruca	15°C	500ppm	0.019	-6.112680788	0.590	0.520	0.150	0.043	0.374	0.268	0.0126	0.0011	0.92417	162	0.16484	28	8.058	34.07	15.36	1738.847817	287.2892405	2.918949606	1.873127181
Talcaruca	15°C	500ppm	-0.0353	-6.331430454	0.210	0.070	0.280	0.032	0.348	0.219	0.0153	0.0025	0.97214	625	0.14906	95	8.058	34.07	15.36	1069.966363	172.7734194	1.737620528	1.115053249
Talcaruca	15°C	500ppm	0.031	-2.546145583	2.610	0.220	1.580	0.049	0.392	0.241	0.0189	0.0027	0.8093	395	0.18282	72	8.058	34.07	15.36	1152.715223	186.9699094	1.883501512	1.208666936
Talcaruca	15°C	1500ppm	0.0132	-6.642331952	0.260	-0.190	1.500	0.362	0.390	0.223	0.015	0.0029	0.94951	326	0.16375	52	7.703692434	34.07	15.70	3401.36437	1489.724173	2.785920753	1.78911856
Talcaruca	15°C	1500ppm	-0.0373	-8.141574053	0.190	0.350	0.930	0.009	0.310	0.214	0.0167	0.0028	0.96113	562	0.17203	95	7.703692434	34.07	15.70	2211.275553	963.629664	1.799342019	1.155537608
Talcaruca	15°C	1500ppm	0.027	-2.83595442	0.130	1.810	1.190	-0.032	0.356	0.256	0.0204	0.0038	0.89997	485	0.13109	74	7.703692434	34.07	15.70	2273.192792	991.005568	1.850662861	1.188495857
Talcaruca	10°C	500ppm	-0.0013	-21.01469623	0.110	0.390	0.350	-0.004	0.306	0.109	0.0071	0.0008	0.9499	502	0.13141	65	7.968810547	34.43	10.47	995.0677606	167.338182	1.333619653	0.848142917
Talcaruca	10°C	500ppm	0.0049	-18.76688018	0.060	0.540	0.370	0.031	0.326	0.137	0.0076	0.0005	0.98865	331	0.13985	49	7.968810547	34.43	10.47	388.5528431	59.43410262	0.45806213	0.291314057
Talcaruca	10°C	500ppm	0.0058	-23.12670129	0.060	1.360	-0.340	0.013	0.354	0.114	0.0066	0.0015	0.70338	207	0.31547	64	7.968810547	34.43	10.47	501.8666814	79.78488662	0.620266886	0.394471516
Talcaruca	10°C	500ppm	0.0047	-25.20405727	-0.040	-0.010	0.850	0.012	0.296	0.087	0.0053	0.0014	0.97591	226	0.15125	37	7.968810547	34.43	10.47	525.5217167	84.01806615	0.654236104	0.41607494
Talcaruca	10°C	1500ppm	0.0115	-23.78895094	0.180	0.170	0.100	0.029	0.284	0.105	0.008	0.0014	0.87807	226	0.13656	31	7.634	34.68	10.26	2592.054689	1089.437623	1.768539484	1.124779714
Talcaruca	10°C	1500ppm	0.0088	-15.37354417	0.250	1.120	1.710	0.072	0.330	0.138	0.0105	0.002	0.98226	432	0.10219	46	7.634	34.68	10.26	1642.305228	686.1113503	1.111093308	0.706648183
Talcaruca	10°C	1500ppm	0.0092	-23.43809105	0.320	1.570	0.080	0.012	0.264	0.113	0.0084	0.0018	0.95215	291	0.11515	38	7.634	34.68	10.26	931.9374047	384.1756143	0.619781409	0.394176981
Talcaruca	10°C	1500ppm	0.0237	-22.30875189	0.870	2.230	0.300	0.034	0.278	0.127	0.0097	0.0017	0.85291	194	0.15453	30	7.634	34.68	10.26	905.5875775	372.9665264	0.601571942	0.382595878
Talcaruca	15°C	500ppm	0.0255	-25.71755064	0.290	0.870	0.160	0.046	0.276	0.096	0.0097	0.0015	0.85281	215	0.15219	35	8.058	34.07	15.36	1677.64118	276.8280525	2.810691957	1.803656867
Talcaruca	15°C	500ppm	0.0207	-26.28331008	0.280	0.880	0.160	0.049	0.334	0.103	0.0074	0.0004	0.925	355	0.08375	33	8.058	34.07	15.36	914.5206331	146.0712469	1.463879671	0.939390251
Talcaruca	15°C	500ppm	0.016	-24.69946044	0.170	0.340	0.210	0.024	0.336	0.118	0.0104	0.0016	0.96116	384	0.12812	49	8.058	34.07	15.36	1585.988789	261.1580164	2.648630946	1.69966025
Talcaruca	15°C	500ppm	0.0092	-27.65080322	0.060	1.000	0.130	-0.051	0.348	0.097	0.0071	0.0008	0.96873	322	0.09797	31	8.058	34.07	15.36	859.7883048	136.6570337	1.367605703	0.877610018
Talcaruca	15°C	1500ppm	0.0191	-27.9224459	0.080	0.940	-0.040	0.011	0.268	0.101	0.0044	0.0007	0.85846	291	0.15266	45	7.703692434	34.07	15.70	3070.409017	1343.435565	2.511533639	1.61290713
Talcaruca	15°C	1500ppm	0.0095	-24.7863159	0.130	0.250	0.270	0.041	0.314	0.110	-0.0021	0.0011	0.99763	246	0.09859	25	7.703692434	34.07	15.70	1935.382701	841.6376283	1.570682324	1.008692331
Talcaruca	15°C	1500ppm	0.0162	-25.23392133	0.260	1.050	0.020	0.010	0.292	0.125	0.0093	0.0015	0.96609	246	0.11813	30	7.703692434	34.07	15.70	1908.285711	829.6551373	1.54822612	0.994270955
Talcaruca	15°C	1500ppm	0.0106	-23.62905194	0.210	1.840	0.590	0.037	0.302	0.127	0.0094	0.0014	0.98624	214	0.1225	26	7.703692434	34.07	15.70	1990.846735	866.1636533	1.616648328	1.038211703
Talcaruca	10°C	500ppm	0.0035	-31.22278316	0.100	0.550	0.050	0.011	0.316	0.087	0.0063	0.0008	0.54853	345	0.19234	67	7.968810547	34.43	10.47	1184.127683	200.6405865	1.608969792	1.023257516
Talcaruca	10°C	500ppm	0.0019	-32.31011016	-0.010	0.500	0.040	0.018	0.356	0.091	0.0046	0.001	0.72978	353	0.15063	51	7.968810547	34.43	10.47	537.4033184	86.14258507	0.67131087	0.42693399
Talcaruca	10°C	500ppm	0.0025	-31.60633804	-0.010	0.070	0.610	0.006	0.274	0.063	0.0047	0.0008	0.90384	187	0.13625	28	7.968810547	34.43	10.47	666.3064815	109.1249938	0.857031177	0.545046649
Talcaruca	10°C	500ppm	0.0044	-31.84728223	0.100	0.260	0.080	-0.003	0.288	0.090	0.0064	-0.0001	0.80882	356	0.20203	72	7.968810547	34.43	10.47	715.3002164	117.8324214	0.927820305	0.590066455
Talcaruca	10°C	1500ppm	0.0093	-28.7892746	0.100	0.210	0.500	0.017	0.264	0.108	0.0068	0.0008	0.95004	214	0.18797	43	7.634	34.68	10.26	2458.839346	1032.877908	1.676303919	1.066118489
Talcaruca	10°C	1500ppm	0.0038	-33.51381265	-0.050	0.030	0.660	0.026	0.272	0.065	0.0039	0.0011	0.83765	313	0.12203	40	7.634	34.68	10.26	1688.989987	705.9431551	1.143399729	0.727194859
Talcaruca	10°C	1500ppm	0.004	-30.96043123	0.120	0.680	0.280	0.003	0.226	0.071	0.0054	0.0008	0.9258	233	0.09469	21	7.634	34.68	10.26	1927.966104	807.447778	1.308795002	0.832385186
Talcaruca	10°C	1500ppm	0.0023	-31.30304812	0.160	1.200	0.780	0.013	0.258	0.082	0.0046	0.0011	0.9559	225	0.09406	22	7.634	34.68	10.26	1603.979618	669.8298196	1.084572663	0.689781224
Talcaruca	15°C	500ppm	0.0158	-31.02138729	0.280	0.520	0.580	0.021	0.294	0.076	0.0075	0.0011	0.90108	267	0.135	36	8.058	34.07	15.36	1881.236381	311.6161928	3.170881689	2.034795211
Talcaruca	15°C	500ppm	0.0243	-25.90578216	0.400	0.050	1.200	0.057	0.272	0.141	0.0132	0.0012	0.81627	458	0.13063	59	8.058	34.07	15.36	914.1134451	146.0012348	1.463163198	0.93893048
Talcaruca	15°C	500ppm	0.0197	-28.98661039	0.060	0.150	0.120	0.006	0.372	0.146	0.009	0.0008	0.97722	305	0.13312	43	8.058	34.07	15.36	1738.847817	287.2892405	2.918949606	1.873127181
Talcaruca	15°C	500ppm	0.0413	-21.6655614	1.570	0.350	1.040	0.067	0.344	0.161	0.0162	0.0014	0.96253	271	0.12359	38	8.058	34.07	15.36	1069.966363	172.7734194	1.737620528	1.115053249
Talcaruca	15°C	1500ppm	0.0184	-29.04599268	0.040	0.270	0.340	0.048	0.308	0.143	0.0102	0.0017	0.65618	207	0.24704	56	7.703692434	34.07	15.70	1940.222847	843.7779569	1.574693555	1.011268344
Talcaruca	15°C	1500ppm	0.0051	-25.5542267	1.280	0.900	-0.410	0.011	0.392	0.189	0.0119	0.0025	0.95847	296	0.19813	61	7.703692434	34.07	15.70	1864.335312	810.2195246	1.511803679	0.97088046
Talcaruca	15°C	1500ppm	0.0324	-22.64777405	0.340	0.400	-0.010	0.029	0.280	0.101	0.0158	0.0017	0.83945	202	0.14	29	7.703692434	34.07	15.70	3401.36437	1489.724173	2.785920753	1.78911856
Talcaruca	15°C	1500ppm	0.0221	-23.53471584	0.070	1.080	0.270	0.029	0.298	0.151	0.0159	0.0022	1	390	0	62	7.703692434	34.07	15.70	2164.375808	942.8930678	1.760469479	1.130573659
Talcaruca	10°C	500ppm	0.0024	-37.21594727	0.310	0.150	0.820	0.021	0.276	0.061	0.0054	0.0006	1	431	0	43	7.968810547	34.43	10.47	1286.834129	218.6950197	1.75882845	1.118563219
Talcaruca	10°C	500ppm	0.0019	-37.51266619	0.420	1.270	0.660	0.002	0.290	0.058	0.0038	0.0016	0.83591	266	0.16859	47	7.968810547	34.43	15.36	752.3393666	151.7159994	1.005657293	0.645758912
Talcaruca	10°C	1500ppm	0	-40.1594165	0.060	1.510	0.070	-0.004	0.252	0.054	0.0046	0.0009	0.98485	335.4843	0.08376	28.338	7.634	34.68	10.26	2592.054689	1089.437623	1.768539484	1.124779714
Talcaruca	10°C	1500ppm	0.0078	-38.06000418	0.230	0.540	1.570	0.014	0.392	0.076	0.0051	0.0006	0.93179	96	0.18875	22	7.634	34.68	10.26	1642.305228	686.1113503	1.111093308	0.706648183
Talcaruca	10°C	1500ppm	0.004	-41.05189278	0.480	0.320	3.080	0.010	0.232	0.057	0.003	0.0011	0.90162	221	0.155	35	7.634	34.68	10.26	931.9374047	384.1756143	0.619781409	0.394176981
Talcaruca	15°C	500ppm	0.0143	-40.54929923	0.450	0.430	1.130	-0.002	0.310	0.057	0.0046	-0.0004	0.9625	209	0.11047	23	8.058	34.07	15.36	1157.805072	187.8427748	1.892477759	1.214427108
Talcaruca	15°C	500ppm	0.0083	-42.9239044	0.120	-0.010	0.240	0.028	0.336	0.052	0.0049	0.0004	0.89755	113	0.08344	10	8.058	34.07	15.36	1152.715223	186.9699094	1.883501512	1.208666936
Talcaruca	15°C	500ppm	0.0127	-41.15682529	0.300	-0.270	0.250	0.019	0.280	0.059	0.0048	0.0002	0.83326	237	0.1239	31	8.058	34.07	15.36	1677.64118	276.8280525	2.810691957	1.803656867
Talcaruca	15°C	500ppm	0.0121	-40.55082105	0.310	1.150	0.510	-0.004	0.302	0.065	0.0066	0.0009	0.87442	379	0.0564	25	8.058	34.07	15.36	914.5206331	146.0712469	1.463879671	0.939390251
Talcaruca	15°C	1500ppm	0.0052	-42.57731979	0.320	1.110	-0.070	0.012	0.308	0.058	0.0044	0.0005	0.92785	323	0.08969	29	7.703692434	34.07	15.70	2211.275553	963.629664	1.799342019	1.155537608
Talcaruca	15°C	1500ppm	0.0093	-42.30440943	0.160	0.650	-0.850	0.008	0.272	0.060	0.0049	0.0013	0.95944	375.2816	0.09235	33.5655	7.703692434	34.07	15.70	2273.192792	991.005568	1.850662861	1.188495857
Talcaruca	15°C	1500ppm	0.0119	-44.51171473	0.080	0.640	0.560	0.022	0.300	0.049	0.0035	0.0006	0.99708	399.5087	0.07485	30.5018	7.703692434	34.07	15.70	3070.409017	1343.435565	2.511533639	1.61290713
Talcaruca	15°C	1500ppm	0.008	-46.09539987	0.460	0.390	0.630	0.012	0.258	0.027	0.0024	0.0012	0.84543	199.1012	0.07657	17.0862	7.703692434	34.07	15.70	1935.382701	841.6376283	1.570682324	1.008692331
