Localidad;Temperatura;ppm;Peso_bollante;Volumen cm;Largo;Ancho ;Alto;Peso_total;Margen_crecimiento;Peso_seco_concha;Pseco_mb;Peso_libre_ceniza;r3;pendiente;extensi¢n_max;carga_max;ph Promedio (25øC);Salinidad;Temperatura ;Alcalinidad_total (æmol kg-1);pCO2 (æatm);?calcita;?aragonita
Talcaruca;10øC;1500ppm;0.07647;935.613.935;0.850;0.870;-0.460;-0.018;0.338;0.171;0.0032;0.0004;0.71962;316;0.18422;58;7.634;34.68;10.26;1.603.979.618;6.698.298.196;1.084.572.663;0.689781224
Talcaruca;15øC;500ppm;0.0066;1.799.464.985;0.910;1.940;0.240;0.066;0.372;0.209;0.0175;0.0024;0.97407;402;0.11265;48;8.058;34.07;15.36;167.764.118;2.768.280.525;2.810.691.957;1.803.656.867
Talcaruca;15øC;500ppm;0.0041;1.073.618.347;0.030;1.030;0.640;0.057;0.444;0.211;0.0154;0.0024;0.81607;202;0.32563;75;8.058;34.07;15.36;9.145.206.331;1.460.712.469;1.463.879.671;0.939390251
Talcaruca;15øC;500ppm;0.0106;1.227.797.051;0.280;1.220;0.240;0.043;0.304;0.199;0.0149;0.0016;0.81784;483;0.18297;87;8.058;34.07;15.36;1.585.988.789;2.611.580.164;2.648.630.946;169.966.025
Talcaruca;15øC;500ppm;0.0043;1.566.280.693;0.190;1.560;0.220;0.028;0.350;0.179;0.0121;0.0012;0.82292;313;0.25266;75;8.058;34.07;15.36;8.597.883.048;1.366.570.337;1.367.605.703;0.877610018
Talcaruca;15øC;1500ppm;0.0451;1.074.757.458;0.410;0.580;1.430;0.042;0.334;0.164;0.0123;0.0014;0.85104;251;0.14422;38;7.703.692.434;34.07;15.70;3.070.409.017;1.343.435.565;2.511.533.639;161.290.713
Talcaruca;15øC;1500ppm;0.0054;8.991.092.018;0.120;1.190;0.330;0.028;0.306;0.152;0.0123;0.0021;0.76169;204;0.22485;48;7.703.692.434;34.07;15.70;1.935.382.701;8.416.376.283;1.570.682.324;1.008.692.331
Talcaruca;15øC;1500ppm;0.0051;1.059.312.833;0.070;1.110;0.900;0.037;0.366;0.186;0.0119;0.0017;0.84447;439;0.16219;70;7.703.692.434;34.07;15.70;1.908.285.711;8.296.551.373;154.822.612;0.994270955
Talcaruca;15øC;1500ppm;0.0195;1.629.793.056;0.200;0.390;0.560;0.032;0.384;0.252;0.0227;0.003;0.90415;302;0.10562;31;7.703.692.434;34.07;15.70;1.990.846.735;8.661.636.533;1.616.648.328;1.038.211.703
Talcaruca;10øC;500ppm;0.0032;0;0.100;0.080;5.040;8.027;0.388;0.144;0.0088;0.0011;0.90915;299;0.17125;50;7.968.810.547;34.43;10.47;1.184.127.683;2.006.405.865;1.608.969.792;1.023.257.516
Talcaruca;10øC;500ppm;0.0033;0;-0.060;1.000;4.580;0.054;0.312;0.085;0.0068;0.0013;0.76157;331;0.20531;65;7.968.810.547;34.43;10.47;5.374.033.184;8.614.258.507;0.67131087;0.42693399
Talcaruca;10øC;500ppm;0.0036;0;0.220;0.020;4.350;0.010;0.270;0.088;0.0083;0.0012;0.89766;228;0.18625;44;7.968.810.547;34.43;10.47;6.663.064.815;1.091.249.938;0.857031177;0.545046649
Talcaruca;10øC;500ppm;0.0501;0;0.190;0.150;4.660;0.140;0.312;0.107;0.0089;0.0014;0.93277;289;0.15453;43;7.968.810.547;34.43;10.47;7.153.002.164;1.178.324.214;0.927820305;0.590066455
Talcaruca;10øC;1500ppm;0.0062;0;0.060;1.030;4.640;0.003;0.348;0.106;0.0074;0.0017;0.94175;323;0.08703;29;7.634;34.68;10.26;2.592.054.689;1.089.437.623;1.768.539.484;1.124.779.714
Talcaruca;10øC;1500ppm;0.0028;0;0.210;0.110;5.580;0.035;0.324;0.127;0.0096;0.001;0.91208;259;0.12531;33;7.634;34.68;10.26;1.642.305.228;6.861.113.503;1.111.093.308;0.706648183
Talcaruca;10øC;1500ppm;0.0024;0;0.170;0.010;4.350;0.007;0.292;0.108;0.0074;0.0005;0.85615;216;0.17141;38;7.634;34.68;10.26;9.319.374.047;3.841.756.143;0.619781409;0.394176981
Talcaruca;10øC;1500ppm;0.0039;0;0.020;1.260;4.640;0.018;0.288;0.095;0.0067;0.001;0.94656;165;0.16563;30;7.634;34.68;10.26;9.055.875.775;3.729.665.264;0.601571942;0.382595878
Talcaruca;15øC;500ppm;0.004;0;0.420;0.260;5.220;0.003;0.304;0.092;0.0076;0.0003;0.82079;265;0.18609;48;8.058;34.07;15.36;1.881.236.381;3.116.161.928;3.170.881.689;2.034.795.211
Talcaruca;15øC;500ppm;0.0085;0;0.610;1.750;5.340;0.048;0.266;0.130;0.0083;0.0012;0.66322;319;0.1939;63;8.058;34.07;15.36;9.141.134.451;1.460.012.348;1.463.163.198;0.93893048
Talcaruca;15øC;500ppm;0.0025;0;0.330;0.320;3.870;0.006;0.300;0.087;0.0051;0.0005;0.88054;362;0.11406;42;8.058;34.07;15.36;1.738.847.817;2.872.892.405;2.918.949.606;1.873.127.181
Talcaruca;15øC;500ppm;0.0037;0;0.250;0.280;5.540;0.039;0.296;0.125;0.0081;0.0012;0.85515;280;0.15938;44;8.058;34.07;15.36;1.069.966.363;1.727.734.194;1.737.620.528;1.115.053.249
Talcaruca;15øC;1500ppm;0.005;0;0.260;-0.370;5.250;0.017;0.294;0.118;0.0077;0.0014;0.91064;420;0.10906;46;7.703.692.434;34.07;15.70;1.940.222.847;8.437.779.569;1.574.693.555;1.011.268.344
Talcaruca;15øC;1500ppm;0.0053;0;0.210;0.590;4.250;0.040;0.282;0.094;0.0074;0.0011;0.82161;229;0.19625;45;7.703.692.434;34.07;15.70;1.864.335.312;8.102.195.246;1.511.803.679;0.97088046
Talcaruca;15øC;1500ppm;0.0026;0;0.160;1.290;5.040;-0.006;0.318;0.122;0.0085;0.0015;0.85163;327;0.11969;40;7.703.692.434;34.07;15.70;340.136.437;1.489.724.173;2.785.920.753;178.911.856
Talcaruca;15øC;1500ppm;0.0045;0;0.350;1.030;4.720;0.032;0.288;0.108;0.0072;0.001;0.9398;309;0.09594;30;7.703.692.434;34.07;15.70;2.164.375.808;9.428.930.678;1.760.469.479;1.130.573.659
Talcaruca;10øC;500ppm;0.0033;-8.782.779.871;0.070;0.600;0.520;0.029;0.328;0.078;0.0039;0.0006;0.89459;253;0.13828;36;7.968.810.547;34.43;10.47;1.286.834.129;2.186.950.197;175.882.845;1.118.563.219
Talcaruca;10øC;500ppm;0.0038;-6.775.183.459;0.040;1.420;0.430;0.070;0.366;0.088;0.0059;0.0006;0.86534;350;0.13437;45;7.968.810.547;34.43;15.36;7.523.393.666;1.517.159.994;1.005.657.293;0.645758912
Talcaruca;10øC;500ppm;0.0022;-1.021.629.139;0.140;1.540;1.180;0.023;0.300;0.076;0.0052;0.0007;0.83133;90;0.13219;12;7.968.810.547;34.43;10.47;9.950.677.606;167.338.182;1.333.619.653;0.848142917
Talcaruca;10øC;500ppm;0.0016;5.077.919.527;1.770;4.920;1.900;0.007;0.266;0.088;0.0046;0.0008;0.94046;195;0.10672;21;7.968.810.547;34.43;10.47;3.885.528.431;5.943.410.262;0.45806213;0.291314057
Talcaruca;10øC;1500ppm;0.0045;-9.934.782.469;0.090;0.840;0.370;0.035;0.234;0.074;0.0058;0.0012;0.9559;335;0.15485;52;7.634;34.68;10.26;2.458.839.346;1.032.877.908;1.676.303.919;1.066.118.489
Talcaruca;10øC;1500ppm;0.0018;-125.356.964;0.050;0.510;0.130;0.000;0.298;0.062;0.0056;0.0008;0.88398;206;0.15875;31;7.634;34.68;10.26;1.688.989.987;7.059.431.551;1.143.399.729;0.727194859
Talcaruca;10øC;1500ppm;0.0013;-1.139.621.575;0.060;0.530;0.010;0.026;0.310;0.072;0.0055;0.0012;1;226;0;27;7.634;34.68;10.26;1.927.966.104;807.447.778;1.308.795.002;0.832385186
Talcaruca;10øC;1500ppm;0.0056;-1.222.613.865;0.360;0.430;0.420;0.023;0.264;0.086;0.0055;0.0006;0.80048;203;0.15485;32;7.634;34.68;10.26;1.603.979.618;6.698.298.196;1.084.572.663;0.689781224
Talcaruca;15øC;500ppm;0.0051;-1.322.864.438;0.270;0.150;0.940;0.060;0.302;0.068;0.0066;0.0003;0.98456;309;0.13234;44;8.058;34.07;15.36;1.157.805.072;1.878.427.748;1.892.477.759;1.214.427.108
Talcaruca;15øC;500ppm;0.0099;-1.189.561.263;0.110;0.650;0.040;0.024;0.308;0.082;0.0066;0.0001;0.78174;349;0.14906;51;8.058;34.07;15.36;167.764.118;2.768.280.525;2.810.691.957;1.803.656.867
Talcaruca;15øC;500ppm;0.0091;-1.422.174.655;0.060;1.190;0.100;0.005;0.286;0.077;0.0059;0.0002;0.90728;390;0.07968;31;8.058;34.07;15.36;9.145.206.331;1.460.712.469;1.463.879.671;0.939390251
Talcaruca;15øC;1500ppm;0.0047;-1.010.232.145;0.190;1.480;0.490;0.010;0.316;0.097;0.0058;0.0012;0.87949;480;0.10188;48;7.703.692.434;34.07;15.70;2.211.275.553;963.629.664;1.799.342.019;1.155.537.608
Talcaruca;15øC;1500ppm;0.0204;-1.053.917.099;0.170;0.130;0.390;0.019;0.304;0.144;-0.002;0.0022;0.97142;60;0.13844;9;7.703.692.434;34.07;15.70;2.273.192.792;991.005.568;1.850.662.861;1.188.495.857
Talcaruca;15øC;1500ppm;0.0103;-110.058.672;0.650;0.110;0.090;-0.007;0.304;0.124;0.0068;0.0006;0.80131;516;0.18078;91;7.703.692.434;34.07;15.70;3.070.409.017;1.343.435.565;2.511.533.639;161.290.713
Talcaruca;15øC;1500ppm;0.0274;-1.045.171.859;0.070;0.170;0.240;0.058;0.296;0.114;0.0097;0.001;0.9646;442;0.0775;38;7.703.692.434;34.07;15.70;1.935.382.701;8.416.376.283;1.570.682.324;1.008.692.331
Talcaruca;10øC;500ppm;0.0018;-1.813.848.073;0.010;0.320;0.090;0.028;0.304;0.055;0.004;0.0007;0.82367;223;0.17656;40;7.968.810.547;34.43;10.47;5.018.666.814;7.978.488.662;0.620266886;0.394471516
Talcaruca;10øC;500ppm;0.0024;-1.917.301.554;-0.520;1.180;0.060;0.032;0.270;0.047;0.0034;0.0007;0.87925;231;0.12219;28;7.968.810.547;34.43;10.47;5.255.217.167;8.401.806.615;0.654236104;0.41607494
Talcaruca;10øC;500ppm;0.0011;-1.836.054.164;0.620;0.560;-0.030;0.020;0.326;0.056;0.004;0.0008;0.94507;348;0.08719;31;7.968.810.547;34.43;10.47;1.184.127.683;2.006.405.865;1.608.969.792;1.023.257.516
Talcaruca;10øC;500ppm;0.0025;-171.430.111;0.090;0.370;0.140;0.039;0.312;0.076;0.0057;0.0005;0.95672;278;0.13812;39;7.968.810.547;34.43;10.47;5.374.033.184;8.614.258.507;0.67131087;0.42693399
Talcaruca;10øC;1500ppm;0.0023;-1.835.024.181;0.400;0.140;0.020;0.029;0.260;0.072;0.0051;0.001;0.68693;208;0.16562;36;7.634;34.68;10.26;2.592.054.689;1.089.437.623;1.768.539.484;1.124.779.714
Talcaruca;10øC;1500ppm;0.0107;-1.693.691.727;0.120;0.990;0.400;0.033;0.296;0.081;0.0068;0.0012;0.93073;427;0.07578;36;7.634;34.68;10.26;1.642.305.228;6.861.113.503;1.111.093.308;0.706648183
Talcaruca;10øC;1500ppm;0.0136;-1.580.834.737;0.510;0.590;0.980;0.023;0.250;0.062;0;0;0;19;0.25265;8.106;7.634;34.68;10.26;9.319.374.047;3.841.756.143;0.619781409;0.394176981
Talcaruca;10øC;1500ppm;0.0105;-2.080.990.283;0.360;0.900;-0.180;0.017;0.302;0.058;0.0045;0.0002;0.98457;388;0.11235;47;7.634;34.68;10.26;9.055.875.775;3.729.665.264;0.601571942;0.382595878
Talcaruca;15øC;500ppm;0.0043;-2.118.576.235;0.460;0.680;0.300;0.014;0.300;0.052;0.0051;0.0001;0.96674;201;0.12501;26;8.058;34.07;15.36;1.585.988.789;2.611.580.164;2.648.630.946;169.966.025
Talcaruca;15øC;500ppm;0.0101;-2.320.266.092;0.030;0.360;0.120;0.014;0.234;0.035;0.0042;0.0002;1;395;0.08437;37;8.058;34.07;15.36;1.881.236.381;3.116.161.928;3.170.881.689;2.034.795.211
Talcaruca;15øC;500ppm;0.0055;-2.362.360.063;0.050;0.350;0.570;0.022;0.292;0.053;0.0041;0.0014;0.90803;282;0.11609;35;8.058;34.07;15.36;9.141.134.451;1.460.012.348;1.463.163.198;0.93893048
Talcaruca;15øC;1500ppm;0.0042;-2.309.482.716;0.930;1.070;0.220;0.014;0.260;0.042;0.0003;0.0002;0.86197;193;0.11125;22;7.703.692.434;34.07;15.70;1.908.285.711;8.296.551.373;154.822.612;0.994270955
Talcaruca;15øC;1500ppm;0.0065;-2.461.707.163;0.120;1.240;-0.340;0.001;0.274;0.041;0.0022;0.0011;-14.357;48;0.14813;10;7.703.692.434;34.07;15.70;1.990.846.735;8.661.636.533;1.616.648.328;1.038.211.703
Talcaruca;15øC;1500ppm;0.0023;-250.446.503;0.290;0.260;0.280;0.008;0.210;0.031;0.003;-0.0004;0.95268;390;0.08094;33;7.703.692.434;34.07;15.70;1.940.222.847;8.437.779.569;1.574.693.555;1.011.268.344
Talcaruca;15øC;1500ppm;0.0038;-2.558.170.553;0.220;-0.080;0.680;0.006;0.290;0.034;0.003;0.0008;0.94648;231;0.08765;21;7.703.692.434;34.07;15.70;1.864.335.312;8.102.195.246;1.511.803.679;0.97088046
Talcaruca;10øC;500ppm;0.0037;-6.139.352.735;0.250;0.660;0.090;0.039;0.320;0.207;0.0112;0.0021;0.74237;443;0.21687;92;7.968.810.547;34.43;10.47;6.663.064.815;1.091.249.938;0.857031177;0.545046649
Talcaruca;10øC;500ppm;-0.0246;-2.251.733.991;0.030;0.240;0.480;0.052;0.372;0.262;0.0135;0.0015;0.84881;223;0.23094;50;7.968.810.547;34.43;10.47;7.153.002.164;1.178.324.214;0.927820305;0.590066455
Talcaruca;10øC;500ppm;0.0042;-7.892.400.701;-1.550;0.260;-0.120;0.048;0.374;0.296;0.017;0.0017;0.82297;326;0.24281;79;7.968.810.547;34.43;10.47;1.286.834.129;2.186.950.197;175.882.845;1.118.563.219
Talcaruca;10øC;500ppm;0.005;-1.946.841.364;0.610;0.820;0.040;0.041;0.328;0.264;0.0163;0.0031;0.72232;267;0.24781;66;7.968.810.547;34.43;15.36;7.523.393.666;1.517.159.994;1.005.657.293;0.645758912
Talcaruca;10øC;1500ppm;0.0049;-6.561.302.318;0.210;1.650;0.090;0.029;0.286;0.179;0.0147;0.002;0.80027;248;0.1186;31;7.634;34.68;10.26;2.458.839.346;1.032.877.908;1.676.303.919;1.066.118.489
Talcaruca;10øC;1500ppm;0.0235;2.798.729.695;2.050;1.900;0.300;0.061;0.302;0.236;0.0162;0.0034;0.84885;325;0.16937;53;7.634;34.68;10.26;1.688.989.987;7.059.431.551;1.143.399.729;0.727194859
Talcaruca;10øC;1500ppm;0.0061;-3.548.424.288;0.100;0.170;0.380;-0.010;0.362;0.221;0.0148;0.0023;0.73909;211;0.27969;63;7.634;34.68;10.26;1.927.966.104;807.447.778;1.308.795.002;0.832385186
Talcaruca;10øC;1500ppm;0.0034;-8.210.806.665;0.530;0.770;1.210;0.026;0.306;0.207;0.0117;0.0025;0.87827;282;0.19781;56;7.634;34.68;10.26;1.603.979.618;6.698.298.196;1.084.572.663;0.689781224
Talcaruca;15øC;500ppm;0.019;-6.112.680.788;0.590;0.520;0.150;0.043;0.374;0.268;0.0126;0.0011;0.92417;162;0.16484;28;8.058;34.07;15.36;1.738.847.817;2.872.892.405;2.918.949.606;1.873.127.181
Talcaruca;15øC;500ppm;-0.0353;-6.331.430.454;0.210;0.070;0.280;0.032;0.348;0.219;0.0153;0.0025;0.97214;625;0.14906;95;8.058;34.07;15.36;1.069.966.363;1.727.734.194;1.737.620.528;1.115.053.249
Talcaruca;15øC;500ppm;0.031;-2.546.145.583;2.610;0.220;1.580;0.049;0.392;0.241;0.0189;0.0027;0.8093;395;0.18282;72;8.058;34.07;15.36;1.152.715.223;1.869.699.094;1.883.501.512;1.208.666.936
Talcaruca;15øC;1500ppm;0.0132;-6.642.331.952;0.260;-0.190;1.500;0.362;0.390;0.223;0.015;0.0029;0.94951;326;0.16375;52;7.703.692.434;34.07;15.70;340.136.437;1.489.724.173;2.785.920.753;178.911.856
Talcaruca;15øC;1500ppm;-0.0373;-8.141.574.053;0.190;0.350;0.930;0.009;0.310;0.214;0.0167;0.0028;0.96113;562;0.17203;95;7.703.692.434;34.07;15.70;2.211.275.553;963.629.664;1.799.342.019;1.155.537.608
Talcaruca;15øC;1500ppm;0.027;-283.595.442;0.130;1.810;1.190;-0.032;0.356;0.256;0.0204;0.0038;0.89997;485;0.13109;74;7.703.692.434;34.07;15.70;2.273.192.792;991.005.568;1.850.662.861;1.188.495.857
Talcaruca;10øC;500ppm;-0.0013;-2.101.469.623;0.110;0.390;0.350;-0.004;0.306;0.109;0.0071;0.0008;0.9499;502;0.13141;65;7.968.810.547;34.43;10.47;9.950.677.606;167.338.182;1.333.619.653;0.848142917
Talcaruca;10øC;500ppm;0.0049;-1.876.688.018;0.060;0.540;0.370;0.031;0.326;0.137;0.0076;0.0005;0.98865;331;0.13985;49;7.968.810.547;34.43;10.47;3.885.528.431;5.943.410.262;0.45806213;0.291314057
Talcaruca;10øC;500ppm;0.0058;-2.312.670.129;0.060;1.360;-0.340;0.013;0.354;0.114;0.0066;0.0015;0.70338;207;0.31547;64;7.968.810.547;34.43;10.47;5.018.666.814;7.978.488.662;0.620266886;0.394471516
Talcaruca;10øC;500ppm;0.0047;-2.520.405.727;-0.040;-0.010;0.850;0.012;0.296;0.087;0.0053;0.0014;0.97591;226;0.15125;37;7.968.810.547;34.43;10.47;5.255.217.167;8.401.806.615;0.654236104;0.41607494
Talcaruca;10øC;1500ppm;0.0115;-2.378.895.094;0.180;0.170;0.100;0.029;0.284;0.105;0.008;0.0014;0.87807;226;0.13656;31;7.634;34.68;10.26;2.592.054.689;1.089.437.623;1.768.539.484;1.124.779.714
Talcaruca;10øC;1500ppm;0.0088;-1.537.354.417;0.250;1.120;1.710;0.072;0.330;0.138;0.0105;0.002;0.98226;432;0.10219;46;7.634;34.68;10.26;1.642.305.228;6.861.113.503;1.111.093.308;0.706648183
Talcaruca;10øC;1500ppm;0.0092;-2.343.809.105;0.320;1.570;0.080;0.012;0.264;0.113;0.0084;0.0018;0.95215;291;0.11515;38;7.634;34.68;10.26;9.319.374.047;3.841.756.143;0.619781409;0.394176981
Talcaruca;10øC;1500ppm;0.0237;-2.230.875.189;0.870;2.230;0.300;0.034;0.278;0.127;0.0097;0.0017;0.85291;194;0.15453;30;7.634;34.68;10.26;9.055.875.775;3.729.665.264;0.601571942;0.382595878
Talcaruca;15øC;500ppm;0.0255;-2.571.755.064;0.290;0.870;0.160;0.046;0.276;0.096;0.0097;0.0015;0.85281;215;0.15219;35;8.058;34.07;15.36;167.764.118;2.768.280.525;2.810.691.957;1.803.656.867
Talcaruca;15øC;500ppm;0.0207;-2.628.331.008;0.280;0.880;0.160;0.049;0.334;0.103;0.0074;0.0004;0.925;355;0.08375;33;8.058;34.07;15.36;9.145.206.331;1.460.712.469;1.463.879.671;0.939390251
Talcaruca;15øC;500ppm;0.016;-2.469.946.044;0.170;0.340;0.210;0.024;0.336;0.118;0.0104;0.0016;0.96116;384;0.12812;49;8.058;34.07;15.36;1.585.988.789;2.611.580.164;2.648.630.946;169.966.025
Talcaruca;15øC;500ppm;0.0092;-2.765.080.322;0.060;1.000;0.130;-0.051;0.348;0.097;0.0071;0.0008;0.96873;322;0.09797;31;8.058;34.07;15.36;8.597.883.048;1.366.570.337;1.367.605.703;0.877610018
Talcaruca;15øC;1500ppm;0.0191;-279.224.459;0.080;0.940;-0.040;0.011;0.268;0.101;0.0044;0.0007;0.85846;291;0.15266;45;7.703.692.434;34.07;15.70;3.070.409.017;1.343.435.565;2.511.533.639;161.290.713
Talcaruca;15øC;1500ppm;0.0095;-247.863.159;0.130;0.250;0.270;0.041;0.314;0.110;-0.0021;0.0011;0.99763;246;0.09859;25;7.703.692.434;34.07;15.70;1.935.382.701;8.416.376.283;1.570.682.324;1.008.692.331
Talcaruca;15øC;1500ppm;0.0162;-2.523.392.133;0.260;1.050;0.020;0.010;0.292;0.125;0.0093;0.0015;0.96609;246;0.11813;30;7.703.692.434;34.07;15.70;1.908.285.711;8.296.551.373;154.822.612;0.994270955
Talcaruca;15øC;1500ppm;0.0106;-2.362.905.194;0.210;1.840;0.590;0.037;0.302;0.127;0.0094;0.0014;0.98624;214;0.1225;26;7.703.692.434;34.07;15.70;1.990.846.735;8.661.636.533;1.616.648.328;1.038.211.703
Talcaruca;10øC;500ppm;0.0035;-3.122.278.316;0.100;0.550;0.050;0.011;0.316;0.087;0.0063;0.0008;0.54853;345;0.19234;67;7.968.810.547;34.43;10.47;1.184.127.683;2.006.405.865;1.608.969.792;1.023.257.516
Talcaruca;10øC;500ppm;0.0019;-3.231.011.016;-0.010;0.500;0.040;0.018;0.356;0.091;0.0046;0.001;0.72978;353;0.15063;51;7.968.810.547;34.43;10.47;5.374.033.184;8.614.258.507;0.67131087;0.42693399
Talcaruca;10øC;500ppm;0.0025;-3.160.633.804;-0.010;0.070;0.610;0.006;0.274;0.063;0.0047;0.0008;0.90384;187;0.13625;28;7.968.810.547;34.43;10.47;6.663.064.815;1.091.249.938;0.857031177;0.545046649
Talcaruca;10øC;500ppm;0.0044;-3.184.728.223;0.100;0.260;0.080;-0.003;0.288;0.090;0.0064;-0.0001;0.80882;356;0.20203;72;7.968.810.547;34.43;10.47;7.153.002.164;1.178.324.214;0.927820305;0.590066455
Talcaruca;10øC;1500ppm;0.0093;-287.892.746;0.100;0.210;0.500;0.017;0.264;0.108;0.0068;0.0008;0.95004;214;0.18797;43;7.634;34.68;10.26;2.458.839.346;1.032.877.908;1.676.303.919;1.066.118.489
Talcaruca;10øC;1500ppm;0.0038;-3.351.381.265;-0.050;0.030;0.660;0.026;0.272;0.065;0.0039;0.0011;0.83765;313;0.12203;40;7.634;34.68;10.26;1.688.989.987;7.059.431.551;1.143.399.729;0.727194859
Talcaruca;10øC;1500ppm;0.004;-3.096.043.123;0.120;0.680;0.280;0.003;0.226;0.071;0.0054;0.0008;0.9258;233;0.09469;21;7.634;34.68;10.26;1.927.966.104;807.447.778;1.308.795.002;0.832385186
Talcaruca;10øC;1500ppm;0.0023;-3.130.304.812;0.160;1.200;0.780;0.013;0.258;0.082;0.0046;0.0011;0.9559;225;0.09406;22;7.634;34.68;10.26;1.603.979.618;6.698.298.196;1.084.572.663;0.689781224
Talcaruca;15øC;500ppm;0.0158;-3.102.138.729;0.280;0.520;0.580;0.021;0.294;0.076;0.0075;0.0011;0.90108;267;0.135;36;8.058;34.07;15.36;1.881.236.381;3.116.161.928;3.170.881.689;2.034.795.211
Talcaruca;15øC;500ppm;0.0243;-2.590.578.216;0.400;0.050;1.200;0.057;0.272;0.141;0.0132;0.0012;0.81627;458;0.13063;59;8.058;34.07;15.36;9.141.134.451;1.460.012.348;1.463.163.198;0.93893048
Talcaruca;15øC;500ppm;0.0197;-2.898.661.039;0.060;0.150;0.120;0.006;0.372;0.146;0.009;0.0008;0.97722;305;0.13312;43;8.058;34.07;15.36;1.738.847.817;2.872.892.405;2.918.949.606;1.873.127.181
Talcaruca;15øC;500ppm;0.0413;-216.655.614;1.570;0.350;1.040;0.067;0.344;0.161;0.0162;0.0014;0.96253;271;0.12359;38;8.058;34.07;15.36;1.069.966.363;1.727.734.194;1.737.620.528;1.115.053.249
Talcaruca;15øC;1500ppm;0.0184;-2.904.599.268;0.040;0.270;0.340;0.048;0.308;0.143;0.0102;0.0017;0.65618;207;0.24704;56;7.703.692.434;34.07;15.70;1.940.222.847;8.437.779.569;1.574.693.555;1.011.268.344
Talcaruca;15øC;1500ppm;0.0051;-255.542.267;1.280;0.900;-0.410;0.011;0.392;0.189;0.0119;0.0025;0.95847;296;0.19813;61;7.703.692.434;34.07;15.70;1.864.335.312;8.102.195.246;1.511.803.679;0.97088046
Talcaruca;15øC;1500ppm;0.0324;-2.264.777.405;0.340;0.400;-0.010;0.029;0.280;0.101;0.0158;0.0017;0.83945;202;0.14;29;7.703.692.434;34.07;15.70;340.136.437;1.489.724.173;2.785.920.753;178.911.856
Talcaruca;15øC;1500ppm;0.0221;-2.353.471.584;0.070;1.080;0.270;0.029;0.298;0.151;0.0159;0.0022;1;390;0;62;7.703.692.434;34.07;15.70;2.164.375.808;9.428.930.678;1.760.469.479;1.130.573.659
Talcaruca;10øC;500ppm;0.0024;-3.721.594.727;0.310;0.150;0.820;0.021;0.276;0.061;0.0054;0.0006;1;431;0;43;7.968.810.547;34.43;10.47;1.286.834.129;2.186.950.197;175.882.845;1.118.563.219
Talcaruca;10øC;500ppm;0.0019;-3.751.266.619;0.420;1.270;0.660;0.002;0.290;0.058;0.0038;0.0016;0.83591;266;0.16859;47;7.968.810.547;34.43;15.36;7.523.393.666;1.517.159.994;1.005.657.293;0.645758912
Talcaruca;10øC;1500ppm;0;-401.594.165;0.060;1.510;0.070;-0.004;0.252;0.054;0.0046;0.0009;0.98485;3.354.843;0.08376;28.338;7.634;34.68;10.26;2.592.054.689;1.089.437.623;1.768.539.484;1.124.779.714
Talcaruca;10øC;1500ppm;0.0078;-3.806.000.418;0.230;0.540;1.570;0.014;0.392;0.076;0.0051;0.0006;0.93179;96;0.18875;22;7.634;34.68;10.26;1.642.305.228;6.861.113.503;1.111.093.308;0.706648183
Talcaruca;10øC;1500ppm;0.004;-4.105.189.278;0.480;0.320;3.080;0.010;0.232;0.057;0.003;0.0011;0.90162;221;0.155;35;7.634;34.68;10.26;9.319.374.047;3.841.756.143;0.619781409;0.394176981
Talcaruca;15øC;500ppm;0.0143;-4.054.929.923;0.450;0.430;1.130;-0.002;0.310;0.057;0.0046;-0.0004;0.9625;209;0.11047;23;8.058;34.07;15.36;1.157.805.072;1.878.427.748;1.892.477.759;1.214.427.108
Talcaruca;15øC;500ppm;0.0083;-429.239.044;0.120;-0.010;0.240;0.028;0.336;0.052;0.0049;0.0004;0.89755;113;0.08344;10;8.058;34.07;15.36;1.152.715.223;1.869.699.094;1.883.501.512;1.208.666.936
Talcaruca;15øC;500ppm;0.0127;-4.115.682.529;0.300;-0.270;0.250;0.019;0.280;0.059;0.0048;0.0002;0.83326;237;0.1239;31;8.058;34.07;15.36;167.764.118;2.768.280.525;2.810.691.957;1.803.656.867
Talcaruca;15øC;500ppm;0.0121;-4.055.082.105;0.310;1.150;0.510;-0.004;0.302;0.065;0.0066;0.0009;0.87442;379;0.0564;25;8.058;34.07;15.36;9.145.206.331;1.460.712.469;1.463.879.671;0.939390251
Talcaruca;15øC;1500ppm;0.0052;-4.257.731.979;0.320;1.110;-0.070;0.012;0.308;0.058;0.0044;0.0005;0.92785;323;0.08969;29;7.703.692.434;34.07;15.70;2.211.275.553;963.629.664;1.799.342.019;1.155.537.608
Talcaruca;15øC;1500ppm;0.0093;-4.230.440.943;0.160;0.650;-0.850;0.008;0.272;0.060;0.0049;0.0013;0.95944;3.752.816;0.09235;335.655;7.703.692.434;34.07;15.70;2.273.192.792;991.005.568;1.850.662.861;1.188.495.857
Talcaruca;15øC;1500ppm;0.0119;-4.451.171.473;0.080;0.640;0.560;0.022;0.300;0.049;0.0035;0.0006;0.99708;3.995.087;0.07485;305.018;7.703.692.434;34.07;15.70;3.070.409.017;1.343.435.565;2.511.533.639;161.290.713
